Proj,Ample,Anderberg,ArithmeticMean,Barinel,Dice,DStar,Euclid,Fagge,Fleiss,GeometricMean,Goodman,Gp13,Hamann,Hamming,HarmonicMean,Jaccard,Kulczynski1,Kulczynski2,M1,M2,McCon,Minus,Muse,Naish1,Naish2,Ochiai,Ochiai2,Overlap,Qe,RogersTanimoto,Rogot1,Rogot2,RussellRao,Scott,SimpleMatching,Sokal,SorensenDice,Tarantula,Wong1,Wong2,Wong3,Zoltar,null,
Time_9, 74,1,1,1,1,1,1,1,1,1,-,1,1,1,1,1,1,1,1,1,1,1,2,274,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,
Time_10, 363,2,2,100,2,2,1847,119,509,26,-,119,1847,1847,99,2,2,139,1847,109,-,60,27,1754,119,12,26,42,100,1847,2,99,119,509,1847,1847,2,100,119,-,5,46,12,
Time_11, 602,6,6,4,6,6,4,237,-,4,-,237,4,4,4,6,6,23,4,235,-,11,64,504,237,4,4,23,4,4,6,4,237,-,4,4,6,4,237,-,23,23,4,
Time_12, 169,1,1,1,1,1,1,177,513,1,-,177,1,1,1,1,1,20,1,153,-,8,31,278,177,1,1,20,1,1,1,1,177,513,1,1,1,1,177,1,28,20,1,
Time_13, 1209,-,-,-,-,-,826,-,1248,-,-,-,826,826,-,-,-,-,826,-,-,-,-,782,-,-,-,-,-,826,1299,1370,-,1248,826,826,-,-,-,-,-,-,-,
Time_14, 57,4,4,17,4,4,1761,78,128,4,-,78,1761,1761,4,4,4,23,1761,39,-,3,20,1721,78,4,4,25,17,1761,4,4,78,128,1761,1761,4,17,78,-,4,23,4,
Time_15, 8,1,1,1,1,1,1,172,82,1,-,172,1,1,1,1,1,1,1,172,1,1,59,1616,172,1,1,20,1,1,1,1,172,82,1,1,1,1,172,1,4,1,1,
Time_16, 21,1,1,14,1,1,314,159,168,1,-,159,314,314,1,1,1,20,314,57,-,1,18,682,159,1,1,31,14,314,1,1,159,168,314,314,1,14,159,-,2,20,1,
Time_17, 107,4,4,14,4,4,80,1,1,4,-,1,80,80,15,4,4,1,80,1,-,14,11,67,1,5,4,1,14,80,4,15,1,1,80,80,4,14,1,-,3,1,5,
Time_18, 312,6,8,15,6,6,266,65,763,9,-,65,266,266,16,6,6,56,266,61,-,25,24,1009,65,28,8,28,15,266,8,16,65,763,266,266,6,15,65,-,3,38,28,
Time_19, 94,9,8,44,9,9,80,1,1,19,-,1,80,80,52,9,9,1,80,1,-,44,11,67,1,5,18,1,44,80,8,52,1,1,80,80,9,44,1,-,3,1,5,
Time_20, 655,66,66,87,66,66,52,292,459,76,-,292,52,52,115,66,66,154,52,292,-,87,131,39,292,95,73,99,87,52,65,115,292,459,52,52,66,87,292,-,101,110,95,
Time_21, 290,1,1,4,1,1,4,98,1293,1,-,98,4,4,4,1,1,23,4,70,-,11,31,3038,98,1,1,20,4,4,1,4,98,1204,4,4,1,4,98,-,3,23,1,
Time_22, 287,837,-,875,837,837,1017,440,252,-,-,440,1017,1017,-,837,837,604,1017,440,-,-,-,977,440,666,864,666,875,1017,1563,1798,440,252,1017,1017,837,875,440,-,-,666,666,
Time_23, 63,55,39,3,55,55,3,1,1,23,-,1,3,3,15,55,55,1,3,1,1,19,28,68,1,24,19,1,3,3,39,15,1,1,3,3,55,3,1,-,95,1,24,
Time_24, 3,69,64,121,69,69,2717,91,343,74,-,91,2717,2717,91,69,69,111,2717,33,-,79,1,2658,91,74,63,107,121,2717,63,91,91,343,2717,2717,69,121,91,-,1,95,74,
Time_25, 88,60,43,57,60,60,81,1,1,45,-,1,81,81,77,60,60,1,81,1,-,62,84,68,1,41,31,1,57,81,43,77,1,1,81,81,60,57,1,-,107,19,41,
Time_26, 269,146,138,173,146,146,1633,4,29,233,-,4,1633,1633,354,146,146,9,1633,2,-,193,219,1576,4,165,122,4,173,1633,117,354,4,29,1633,1633,146,173,4,-,232,66,165,
Time_27, 903,223,152,29,223,223,29,543,1135,63,-,543,29,29,35,223,223,65,29,543,-,75,302,752,543,77,55,125,29,29,137,35,543,1134,29,29,223,27,543,-,361,113,77,
